Seuquence ID,End Date,Close Gap,High Gap,Low Gap,Volume Gap,Daily Change,Next Day Price Movement
0.0,2010-01-15,-0.007645747174988005,-0.00507372760424929,-0.0019258866646463257,0.21572791259226287,-0.005745308011490535,-0.8499979999999994
0.0,2010-01-15,-0.013643627827345517,-0.005418326693227171,-0.018170091946777545,0.486307930694464,-0.01205787761964827,0.4500010000000003
0.0,2010-01-15,0.007323043005320606,-0.001121615125781017,0.0008188666750921225,-0.28750959597395587,0.010612277551020418,-0.060001999999997224
0.0,2010-01-15,-0.0009693376100374795,0.0011228745588705014,0.008018278382944333,-0.18761057238251055,-0.006905411915850325,0.4799999999999969
0.0,2010-01-15,0.0077619663648123005,0.00032046146450892543,0.004058441690209191,-0.004257200399521932,0.00483714930667522,0.3399999999999963
0.0,2010-01-15,0.005455712451861272,0.0036841262213678228,0.002425254726766468,0.1838587144196142,0.010156392232087575,-0.06999999999999318
0.0,2010-01-15,-0.001117140121289384,0.010054277050750127,0.009032274193548462,0.1977387004472595,-0.004295275146432046,0.060001999999997224
0.0,2010-01-15,0.0009586515417798758,-0.008848174927347574,-0.00751280358835027,-0.17713092891105187,0.0014386348874898657,-0.3700030000000041
1.0,2010-02-01,-0.007403938248267128,-0.003447226574741502,-0.0003186235462800946,-0.18180436180786996,-0.007560308471875523,0.19000299999999726
1.0,2010-02-01,0.003015442089047582,0.0,0.0007967968127489122,0.6756374342556597,0.0036525328941950765,0.18999800000000278
1.0,2010-02-01,0.003006297420786508,0.018553475426209998,0.00015926751845962706,0.33450755281855327,0.0025304285940219236,-0.2999989999999997
1.0,2010-02-01,-0.004732591966123856,-0.018215514328736027,0.00175126569413675,-0.5920848273349568,-0.003946952952320808,0.7200009999999963
1.0,2010-02-01,0.01141228403867478,0.0062893398204195705,-0.00270181191041996,0.45603396947760966,0.01689244621513944,-0.08000100000000288
1.0,2010-02-01,-0.0012537376390262533,0.0,0.008764924302788746,-0.13041419608940352,0.0009423904803640362,-0.8999979999999965
1.0,2010-02-01,-0.01412204613211987,-0.0020312656250000005,-0.00868876790977513,0.05931343431343428,-0.015974879122157514,-0.40000200000000063
1.0,2010-02-01,-0.00636641711391317,-0.010176890718285425,-0.005737067729083667,-0.11337484375182538,-0.006208213944603638,1.4599990000000034
2.0,2010-02-16,0.01842886175900138,0.026541716165102924,0.01988955074631571,0.8834474791649476,0.008974191968475462,-1.1500010000000032
2.0,2010-02-16,-0.017635347609804453,-0.007300425855513271,-0.009131775125649555,-0.20641387921403698,-0.01733400775167968,-0.6899989999999931
2.0,2010-02-16,-0.010771136770875267,-0.014248522180872802,-0.02171190354788677,0.2888373633653527,-0.010925565787419905,-0.4500010000000003
2.0,2010-02-16,-0.007101167857048618,-0.008392866546028332,0.004630320858529213,-0.5020488877466518,-0.008821707624448602,0.6500020000000006
2.0,2010-02-16,0.010330610627165004,0.0007836833978633884,-0.002383947946088538,0.452523978150851,0.00665079947265876,-0.3200000000000003
2.0,2010-02-16,-0.005033820984741255,-0.0003131715055025852,0.00318625139397799,-0.3918669496125944,-0.004564069805412761,0.5400009999999966
2.0,2010-02-16,0.008537565217391352,0.0001566348063095635,-0.006828648454364927,0.21385097300894285,0.008537565217391251,-0.2000009999999932
2.0,2010-02-16,-0.0031353032899308353,0.0007831923558896392,0.0103933161113956,-0.09748759844362143,0.0060117229237735,0.42000199999999666
3.0,2010-03-02,0.00342360711411116,0.004195882026289954,0.0036067116198839066,-0.08273421081738741,0.005771361632017437,0.25999500000000353
3.0,2010-03-02,0.004032180333490398,0.004178210886186529,0.004687546875000059,0.1299891474737731,0.004343763641696669,0.02999900000000366
3.0,2010-03-02,0.00046337659757123006,0.0006164432210886694,0.005132099293992276,-0.23969338028670006,-0.002464238410596076,0.10000599999999338
3.0,2010-03-02,0.0015440173634715393,0.0018481903588478676,0.001083088399338683,0.7510818966525532,0.0013893794595457357,0.3899990000000031
3.0,2010-03-02,0.0060120083546166825,0.0076863947262231225,0.0010819165880333603,0.012557275872663975,0.004618272854345392,-0.880004999999997
3.0,2010-03-02,-0.0134845996480355,-0.013882592804763116,-0.015593624313430143,0.12141641489768729,0.0013998444330402063,-0.5299990000000037
3.0,2010-03-02,-0.008232355152175685,0.00139238863540192,0.0014115433316042036,-0.024894117647058844,-0.009463248673025839,0.1300019999999975
3.0,2010-03-02,0.002036053313580366,-0.00911484586212663,-0.0028191073709978864,-0.23745234303363738,0.0,0.0899999999999963
4.0,2010-03-16,-0.0031431871264625544,-0.008548259779189382,-0.0023640976774768063,-0.06846359500320509,-0.005643533380725247,0.23999799999999993
4.0,2010-03-16,0.0037836670345261503,-0.0004703401713380684,-0.0007898736301718001,0.36863482259742875,-0.0007847300567368759,1.4500049999999973
4.0,2010-03-16,0.02277375601613807,0.02791723738761731,0.015494118577074945,0.4501753611458563,0.011023116843774708,-0.020004999999997608
4.0,2010-03-16,-0.0003072020742995729,-0.0006103295604161785,0.009497010299065467,-0.3973329048843187,0.0016925681394850856,-0.15999599999999248
4.0,2010-03-16,-0.0024576959280396826,-0.003969496183206078,-0.0016963757986659944,-0.03180906144326423,-0.0012303138063816997,0.2699969999999894
4.0,2010-03-16,0.004157637691480032,-0.0004598252746728093,-0.0009270044371848529,-0.3695255209993913,0.006327098472510757,0.3200000000000074
4.0,2010-03-16,0.004907222893838936,0.011808066428585562,0.0106695998351507,0.517492644354542,0.0010693553478362777,0.40000100000000316
4.0,2010-03-16,0.006104089823044223,0.0031827673605897555,0.005048974830952124,-0.13429874123331864,0.0035008068569624233,0.13999999999998636
5.0,2010-03-30,0.004519478962917045,0.004515291856854509,0.0074388640911402515,0.2880177637586121,0.0031593049020716955,-0.15000100000000316
5.0,2010-03-30,-0.0022495650869825967,0.0025472880595531766,-0.005424969779611599,0.6482349718852207,0.0,0.4800029999999964
5.0,2010-03-30,0.00721483552104063,0.005081392612082292,-0.0015151212121211621,-0.2779738223477777,0.014227364915998289,0.3399959999999993
5.0,2010-03-30,0.005073809727688117,0.001486959107806607,0.01411229092223687,0.09088324488248678,0.0031277778243636294,-0.5499949999999956
5.0,2010-03-30,-0.008166221474869118,-0.002375590270989991,-0.003740834842411056,-0.2102336895143776,-0.0028361696622232493,0.09999899999999684
5.0,2010-03-30,0.0014969909507338564,0.0037207916737374003,0.0039049863651252625,-0.10341468013891286,-0.003426113664208899,0.35999999999999943
5.0,2010-03-30,0.005381165758410633,0.0001482058081787585,0.0013465590273227246,0.04881169377453731,0.0025339992567595436,-0.1900020000000069
5.0,2010-03-30,-0.0028248884084185466,0.00044486288116507566,-0.005079994023606815,0.08998846944402672,-0.005781188938351498,0.16999800000000675
6.0,2010-04-14,0.012889703044218992,0.004748479073281908,0.006453564751023322,-0.05054114055779102,0.007754309804781088,0.4499970000000104
6.0,2010-04-14,0.006658730196545504,0.007236715510806624,0.010438473320562913,-0.10942238135252635,0.003984607320407157,-0.22000100000001055
6.0,2010-04-14,-0.0032338821583697275,-0.0035190324128606676,-0.0016233765754610774,-0.31935100098457503,0.0005902464478490314,-0.1100009999999969
6.0,2010-04-14,-0.0016221944144578782,0.0025014420615281363,-0.005764966570141472,0.9961124672271946,-0.0014750146839965122,1.0600050000000039
6.0,2010-04-14,0.015657386218200342,0.013210069567447746,0.009069297975935253,0.07809834382595837,0.012665684457564514,-0.08000199999999325
6.0,2010-04-14,-0.0011634961848895342,-0.0037665073702232155,0.003978134493378471,-0.21270130233860807,0.00029123214149544936,-0.15000100000000316
6.0,2010-04-14,-0.002184056493884756,0.001163312541659689,0.0033754623330710665,-0.28407534551146374,-0.003489864918854074,0.3899990000000031
6.0,2010-04-14,0.005690923766101363,0.0029049383559895947,-0.0008776509780173969,0.4043726708074533,0.0034944379732090845,0.5
7.0,2010-04-28,-0.0018797714355249795,-0.0030220032528996965,-0.009279382205605646,0.6521438160765229,-0.0011576038032468448,0.8899990000000031
